,k,network_n,search_n,jumps
1358,4,3,58,1
1359,4,3,59,2
1360,4,3,60,3
1361,4,3,61,2
1362,4,3,62,3
1363,4,3,63,2
1364,4,3,64,0
1365,4,3,65,2
1366,4,3,66,0
1367,4,3,67,2
1368,4,3,68,2
1369,4,3,69,2
1370,4,3,70,2
1371,4,3,71,1
1372,4,3,72,2
1373,4,3,73,3
1374,4,3,74,3
1375,4,3,75,1
1376,4,3,76,0
1377,4,3,77,3
1378,4,3,78,3
1379,4,3,79,0
1380,4,3,80,2
1381,4,3,81,3
1382,4,3,82,1
1383,4,3,83,0
1384,4,3,84,2
1385,4,3,85,1
1386,4,3,86,2
1387,4,3,87,2
1388,4,3,88,3
1389,4,3,89,3
1390,4,3,90,0
1391,4,3,91,1
1392,4,3,92,2
1393,4,3,93,2
1394,4,3,94,3
1395,4,3,95,0
1396,4,3,96,3
1397,4,3,97,1
1398,4,3,98,2
1399,4,3,99,2
1400,4,4,0,3
1401,4,4,1,2
1402,4,4,2,3
1403,4,4,3,0
1404,4,4,4,2
1405,4,4,5,2
1406,4,4,6,0
1407,4,4,7,3
1408,4,4,8,0
1409,4,4,9,2
1410,4,4,10,3
1411,4,4,11,1
1412,4,4,12,3
1413,4,4,13,2
1414,4,4,14,2
1415,4,4,15,2
1416,4,4,16,1
1417,4,4,17,3
1418,4,4,18,2
1419,4,4,19,2
1420,4,4,20,3
1421,4,4,21,0
1422,4,4,22,2
1423,4,4,23,2
1424,4,4,24,3
1425,4,4,25,1
1426,4,4,26,3
1427,4,4,27,0
1428,4,4,28,3
1429,4,4,29,1
1430,4,4,30,3
1431,4,4,31,2
1432,4,4,32,2
1433,4,4,33,3
1434,4,4,34,1
1435,4,4,35,2
1436,4,4,36,1
1437,4,4,37,2
1438,4,4,38,1
1439,4,4,39,1
1440,4,4,40,2
1441,4,4,41,3
1442,4,4,42,2
1443,4,4,43,1
1444,4,4,44,2
1445,4,4,45,1
1446,4,4,46,3
1447,4,4,47,3
1448,4,4,48,2
1449,4,4,49,2
1450,4,4,50,3
1451,4,4,51,0
1452,4,4,52,2
1453,4,4,53,2
1454,4,4,54,2
1455,4,4,55,2
1456,4,4,56,2
1457,4,4,57,2
1458,4,4,58,2
1459,4,4,59,3
1460,4,4,60,2
1461,4,4,61,2
1462,4,4,62,2
1463,4,4,63,3
1464,4,4,64,2
1465,4,4,65,3
1466,4,4,66,3
1467,4,4,67,0
1468,4,4,68,0
1469,4,4,69,2
1470,4,4,70,3
1471,4,4,71,3
1472,4,4,72,3
1473,4,4,73,2
1474,4,4,74,1
1475,4,4,75,3
1476,4,4,76,3
1477,4,4,77,0
1478,4,4,78,1
1479,4,4,79,2
1480,4,4,80,3
1481,4,4,81,3
1482,4,4,82,0
1483,4,4,83,3
1484,4,4,84,0
1485,4,4,85,3
1486,4,4,86,1
1487,4,4,87,0
1488,4,4,88,1
1489,4,4,89,2
1490,4,4,90,2
1491,4,4,91,2
1492,4,4,92,1
1493,4,4,93,3
1494,4,4,94,2
1495,4,4,95,1
1496,4,4,96,0
1497,4,4,97,2
1498,4,4,98,2
1499,4,4,99,3
1500,4,5,0,3
1501,4,5,1,2
1502,4,5,2,2
1503,4,5,3,2
1504,4,5,4,2
1505,4,5,5,2
1506,4,5,6,1
1507,4,5,7,1
1508,4,5,8,3
1509,4,5,9,1
1510,4,5,10,1
1511,4,5,11,2
1512,4,5,12,3
1513,4,5,13,2
1514,4,5,14,2
1515,4,5,15,0
1516,4,5,16,2
1517,4,5,17,0
1518,4,5,18,3
1519,4,5,19,1
1520,4,5,20,3
1521,4,5,21,0
1522,4,5,22,0
1523,4,5,23,0
1524,4,5,24,2
1525,4,5,25,2
1526,4,5,26,3
1527,4,5,27,3
1528,4,5,28,2
1529,4,5,29,2
1530,4,5,30,2
1531,4,5,31,0
1532,4,5,32,1
1533,4,5,33,2
1534,4,5,34,3
1535,4,5,35,2
1536,4,5,36,3
1537,4,5,37,3
1538,4,5,38,0
1539,4,5,39,2
1540,4,5,40,2
1541,4,5,41,3
1542,4,5,42,2
1543,4,5,43,1
1544,4,5,44,2
1545,4,5,45,3
1546,4,5,46,2
1547,4,5,47,3
1548,4,5,48,3
1549,4,5,49,2
1550,4,5,50,0
1551,4,5,51,2
1552,4,5,52,0
1553,4,5,53,3
1554,4,5,54,0
1555,4,5,55,0
1556,4,5,56,2
1557,4,5,57,0
1558,4,5,58,3
1559,4,5,59,2
1560,4,5,60,3
1561,4,5,61,1
1562,4,5,62,3
1563,4,5,63,2
1564,4,5,64,3
1565,4,5,65,1
1566,4,5,66,3
1567,4,5,67,2
1568,4,5,68,0
1569,4,5,69,3
1570,4,5,70,2
1571,4,5,71,2
1572,4,5,72,2
1573,4,5,73,2
1574,4,5,74,2
1575,4,5,75,1
1576,4,5,76,3
1577,4,5,77,2
1578,4,5,78,2
1579,4,5,79,0
1580,4,5,80,1
1581,4,5,81,2
1582,4,5,82,1
1583,4,5,83,0
1584,4,5,84,0
1585,4,5,85,1
1586,4,5,86,2
1587,4,5,87,2
1588,4,5,88,0
1589,4,5,89,3
1590,4,5,90,3
1591,4,5,91,3
1592,4,5,92,0
1593,4,5,93,2
1594,4,5,94,3
1595,4,5,95,3
1596,4,5,96,3
1597,4,5,97,2
1598,4,5,98,3
1599,4,5,99,2
1600,4,6,0,2
1601,4,6,1,3
1602,4,6,2,0
1603,4,6,3,1
1604,4,6,4,1
1605,4,6,5,1
1606,4,6,6,2
1607,4,6,7,0
1608,4,6,8,1
1609,4,6,9,1
1610,4,6,10,2
1611,4,6,11,3
1612,4,6,12,3
1613,4,6,13,2
1614,4,6,14,0
1615,4,6,15,1
1616,4,6,16,1
1617,4,6,17,3
1618,4,6,18,3
1619,4,6,19,2
1620,4,6,20,2
1621,4,6,21,2
1622,4,6,22,2
1623,4,6,23,2
1624,4,6,24,1
1625,4,6,25,1
1626,4,6,26,1
1627,4,6,27,2
1628,4,6,28,1
1629,4,6,29,1
1630,4,6,30,0
1631,4,6,31,3
1632,4,6,32,2
1633,4,6,33,1
1634,4,6,34,2
1635,4,6,35,1
1636,4,6,36,0
1637,4,6,37,1
1638,4,6,38,0
1639,4,6,39,2
1640,4,6,40,2
1641,4,6,41,1
1642,4,6,42,0
1643,4,6,43,3
1644,4,6,44,2
1645,4,6,45,0
1646,4,6,46,2
1647,4,6,47,2
1648,4,6,48,2
1649,4,6,49,3
1650,4,6,50,3
1651,4,6,51,0
1652,4,6,52,3
1653,4,6,53,0
1654,4,6,54,2
1655,4,6,55,2
1656,4,6,56,3
1657,4,6,57,2
1658,4,6,58,1
1659,4,6,59,1
1660,4,6,60,1
1661,4,6,61,1
1662,4,6,62,2
1663,4,6,63,2
1664,4,6,64,0
1665,4,6,65,2
1666,4,6,66,2
1667,4,6,67,2
1668,4,6,68,0
1669,4,6,69,1
1670,4,6,70,2
1671,4,6,71,3
1672,4,6,72,2
1673,4,6,73,1
1674,4,6,74,1
1675,4,6,75,1
1676,4,6,76,0
1677,4,6,77,2
1678,4,6,78,2
1679,4,6,79,2
1680,4,6,80,2
1681,4,6,81,0
1682,4,6,82,2
1683,4,6,83,0
1684,4,6,84,0
1685,4,6,85,2
1686,4,6,86,2
1687,4,6,87,3
1688,4,6,88,2
1689,4,6,89,3
1690,4,6,90,2
1691,4,6,91,2
1692,4,6,92,3
1693,4,6,93,3
1694,4,6,94,1
1695,4,6,95,0
1696,4,6,96,0
1697,4,6,97,1
1698,4,6,98,2
1699,4,6,99,0
1700,4,7,0,3
1701,4,7,1,2
1702,4,7,2,2
1703,4,7,3,0
1704,4,7,4,2
1705,4,7,5,2
1706,4,7,6,2
1707,4,7,7,0
1708,4,7,8,0
1709,4,7,9,3
1710,4,7,10,3
1711,4,7,11,3
1712,4,7,12,2
1713,4,7,13,2
1714,4,7,14,2
1715,4,7,15,2
1716,4,7,16,3
1717,4,7,17,0
1718,4,7,18,2
1719,4,7,19,0
1720,4,7,20,2
1721,4,7,21,2
1722,4,7,22,2
1723,4,7,23,3
1724,4,7,24,3
1725,4,7,25,0
1726,4,7,26,1
1727,4,7,27,3
1728,4,7,28,3
1729,4,7,29,2
1730,4,7,30,1
1731,4,7,31,2
1732,4,7,32,3
1733,4,7,33,2
1734,4,7,34,2
1735,4,7,35,2
1736,4,7,36,2
1737,4,7,37,2
1738,4,7,38,0
1739,4,7,39,2
1740,4,7,40,1
1741,4,7,41,2
1742,4,7,42,0
1743,4,7,43,2
1744,4,7,44,2
1745,4,7,45,0
1746,4,7,46,3
1747,4,7,47,3
1748,4,7,48,2
1749,4,7,49,2
1750,4,7,50,2
1751,4,7,51,2
1752,4,7,52,2
1753,4,7,53,2
1754,4,7,54,0
1755,4,7,55,2
1756,4,7,56,2
1757,4,7,57,0
1758,4,7,58,2
1759,4,7,59,3
1760,4,7,60,2
1761,4,7,61,1
1762,4,7,62,2
1763,4,7,63,2
1764,4,7,64,0
1765,4,7,65,3
1766,4,7,66,2
1767,4,7,67,2
1768,4,7,68,3
1769,4,7,69,2
1770,4,7,70,2
1771,4,7,71,1
1772,4,7,72,1
1773,4,7,73,1
1774,4,7,74,3
1775,4,7,75,2
1776,4,7,76,2
1777,4,7,77,0
1778,4,7,78,2
1779,4,7,79,2
1780,4,7,80,2
1781,4,7,81,0
1782,4,7,82,3
1783,4,7,83,3
1784,4,7,84,0
1785,4,7,85,2
1786,4,7,86,3
1787,4,7,87,1
1788,4,7,88,1
1789,4,7,89,3
1790,4,7,90,1
1791,4,7,91,0
1792,4,7,92,1
1793,4,7,93,1
1794,4,7,94,1
1795,4,7,95,3
1796,4,7,96,2
1797,4,7,97,3
1798,4,7,98,1
1799,4,7,99,2
1800,4,8,0,1
1801,4,8,1,1
1802,4,8,2,2
1803,4,8,3,3
1804,4,8,4,3
1805,4,8,5,0
1806,4,8,6,0
1807,4,8,7,2
1808,4,8,8,3
1809,4,8,9,3
1810,4,8,10,2
1811,4,8,11,0
1812,4,8,12,3
1813,4,8,13,2
1814,4,8,14,0
1815,4,8,15,3
1816,4,8,16,1
1817,4,8,17,2
1818,4,8,18,3
1819,4,8,19,1
1820,4,8,20,2
1821,4,8,21,3
1822,4,8,22,1
1823,4,8,23,2
1824,4,8,24,1
1825,4,8,25,0
1826,4,8,26,2
1827,4,8,27,0
1828,4,8,28,2
1829,4,8,29,1
1830,4,8,30,3
1831,4,8,31,0
1832,4,8,32,2
1833,4,8,33,3
1834,4,8,34,2
1835,4,8,35,1
1836,4,8,36,3
1837,4,8,37,2
1838,4,8,38,2
1839,4,8,39,3
1840,4,8,40,3
1841,4,8,41,2
1842,4,8,42,2
1843,4,8,43,3
1844,4,8,44,1
1845,4,8,45,3
1846,4,8,46,3
1847,4,8,47,1
1848,4,8,48,2
1849,4,8,49,1
1850,4,8,50,2
1851,4,8,51,2
1852,4,8,52,2
1853,4,8,53,2
1854,4,8,54,3
1855,4,8,55,2
1856,4,8,56,0
1857,4,8,57,2
1858,4,8,58,2
1859,4,8,59,3
1860,4,8,60,0
1861,4,8,61,2
1862,4,8,62,2
1863,4,8,63,3
1864,4,8,64,2
1865,4,8,65,2
1866,4,8,66,3
1867,4,8,67,0
1868,4,8,68,0
1869,4,8,69,3
1870,4,8,70,2
1871,4,8,71,2
1872,4,8,72,2
1873,4,8,73,1
1874,4,8,74,2
1875,4,8,75,3
1876,4,8,76,3
1877,4,8,77,3
1878,4,8,78,3
1879,4,8,79,2
1880,4,8,80,2
1881,4,8,81,3
1882,4,8,82,0
1883,4,8,83,2
1884,4,8,84,2
1885,4,8,85,2
1886,4,8,86,0
1887,4,8,87,3
1888,4,8,88,1
1889,4,8,89,2
1890,4,8,90,3
1891,4,8,91,3
1892,4,8,92,2
1893,4,8,93,2
1894,4,8,94,3
1895,4,8,95,2
1896,4,8,96,2
1897,4,8,97,0
1898,4,8,98,2
1899,4,8,99,2
1900,4,9,0,2
1901,4,9,1,1
1902,4,9,2,2
1903,4,9,3,2
1904,4,9,4,3
1905,4,9,5,0
1906,4,9,6,1
1907,4,9,7,2
1908,4,9,8,2
1909,4,9,9,3
1910,4,9,10,2
1911,4,9,11,3
1912,4,9,12,1
1913,4,9,13,2
1914,4,9,14,2
1915,4,9,15,0
1916,4,9,16,1
1917,4,9,17,2
1918,4,9,18,2
1919,4,9,19,2
1920,4,9,20,3
1921,4,9,21,3
1922,4,9,22,1
1923,4,9,23,3
1924,4,9,24,3
1925,4,9,25,2
1926,4,9,26,1
1927,4,9,27,2
1928,4,9,28,2
1929,4,9,29,2
1930,4,9,30,1
1931,4,9,31,3
1932,4,9,32,1
1933,4,9,33,0
1934,4,9,34,3
1935,4,9,35,3
1936,4,9,36,0
1937,4,9,37,2
1938,4,9,38,3
1939,4,9,39,2
1940,4,9,40,1
1941,4,9,41,0
1942,4,9,42,2
1943,4,9,43,2
1944,4,9,44,3
1945,4,9,45,1
1946,4,9,46,2
1947,4,9,47,2
1948,4,9,48,0
1949,4,9,49,2
1950,4,9,50,2
1951,4,9,51,3
1952,4,9,52,2
1953,4,9,53,3
1954,4,9,54,3
1955,4,9,55,2
1956,4,9,56,2
1957,4,9,57,2
1958,4,9,58,3
1959,4,9,59,2
1960,4,9,60,0
1961,4,9,61,2
1962,4,9,62,1
1963,4,9,63,1
1964,4,9,64,2
1965,4,9,65,3
1966,4,9,66,1
1967,4,9,67,2
1968,4,9,68,2
1969,4,9,69,1
1970,4,9,70,2
1971,4,9,71,2
1972,4,9,72,2
1973,4,9,73,2
1974,4,9,74,2
1975,4,9,75,2
1976,4,9,76,1
1977,4,9,77,3
1978,4,9,78,2
1979,4,9,79,2
1980,4,9,80,2
1981,4,9,81,2
1982,4,9,82,1
1983,4,9,83,2
1984,4,9,84,2
1985,4,9,85,2
1986,4,9,86,0
1987,4,9,87,2
1988,4,9,88,2
1989,4,9,89,0
1990,4,9,90,2
1991,4,9,91,2
1992,4,9,92,3
1993,4,9,93,3
1994,4,9,94,2
1995,4,9,95,2
1996,4,9,96,1
1997,4,9,97,2
1998,4,9,98,0
1999,4,9,99,0
2000,5,0,0,4
2001,5,0,1,0
2002,5,0,2,2
2003,5,0,3,3
2004,5,0,4,2
2005,5,0,5,2
2006,5,0,6,3
2007,5,0,7,2
2008,5,0,8,3
2009,5,0,9,4
2010,5,0,10,3
2011,5,0,11,4
2012,5,0,12,3
2013,5,0,13,2
2014,5,0,14,3
2015,5,0,15,3
2016,5,0,16,4
2017,5,0,17,3
2018,5,0,18,3
2019,5,0,19,2
2020,5,0,20,4
2021,5,0,21,2
2022,5,0,22,3
2023,5,0,23,4
2024,5,0,24,3
2025,5,0,25,3
2026,5,0,26,2
2027,5,0,27,3
2028,5,0,28,4
2029,5,0,29,3
2030,5,0,30,3
2031,5,0,31,0
2032,5,0,32,4
2033,5,0,33,0
2034,5,0,34,3
2035,5,0,35,2
2036,5,0,36,2
2037,5,0,37,0
2038,5,0,38,2
2039,5,0,39,1
2040,5,0,40,3
2041,5,0,41,0
2042,5,0,42,3
2043,5,0,43,4
2044,5,0,44,2
2045,5,0,45,3
2046,5,0,46,2
2047,5,0,47,0
2048,5,0,48,3
2049,5,0,49,1
2050,5,0,50,2
2051,5,0,51,2
2052,5,0,52,1
2053,5,0,53,1
2054,5,0,54,2
2055,5,0,55,0
2056,5,0,56,4
2057,5,0,57,2
2058,5,0,58,0
2059,5,0,59,4
2060,5,0,60,3
2061,5,0,61,3
2062,5,0,62,2
2063,5,0,63,2
2064,5,0,64,3
2065,5,0,65,4
2066,5,0,66,2
2067,5,0,67,3
2068,5,0,68,2
2069,5,0,69,4
2070,5,0,70,3
2071,5,0,71,0
2072,5,0,72,4
2073,5,0,73,3
2074,5,0,74,2
2075,5,0,75,2
2076,5,0,76,3
2077,5,0,77,2
2078,5,0,78,3
2079,5,0,79,2
2080,5,0,80,3
2081,5,0,81,3
2082,5,0,82,3
2083,5,0,83,3
2084,5,0,84,3
2085,5,0,85,2
2086,5,0,86,2
2087,5,0,87,3
2088,5,0,88,3
2089,5,0,89,3
2090,5,0,90,2
2091,5,0,91,3
2092,5,0,92,2
2093,5,0,93,2
2094,5,0,94,3
2095,5,0,95,3
2096,5,0,96,3
2097,5,0,97,2
2098,5,0,98,1
2099,5,0,99,3
2100,5,1,0,3
2101,5,1,1,3
2102,5,1,2,2
2103,5,1,3,3
2104,5,1,4,2
2105,5,1,5,2
2106,5,1,6,2
2107,5,1,7,0
2108,5,1,8,3
2109,5,1,9,4
2110,5,1,10,2
2111,5,1,11,2
2112,5,1,12,1
2113,5,1,13,2
2114,5,1,14,2
2115,5,1,15,2
2116,5,1,16,2
2117,5,1,17,3
2118,5,1,18,4
2119,5,1,19,0
2120,5,1,20,3
2121,5,1,21,2
2122,5,1,22,4
2123,5,1,23,3
2124,5,1,24,2
2125,5,1,25,3
2126,5,1,26,3
2127,5,1,27,1
2128,5,1,28,2
2129,5,1,29,0
2130,5,1,30,2
2131,5,1,31,3
2132,5,1,32,0
2133,5,1,33,2
2134,5,1,34,2
2135,5,1,35,2
2136,5,1,36,3
2137,5,1,37,3
2138,5,1,38,2
2139,5,1,39,3
2140,5,1,40,3
2141,5,1,41,2
2142,5,1,42,1
2143,5,1,43,2
2144,5,1,44,0
2145,5,1,45,2
2146,5,1,46,2
2147,5,1,47,0
2148,5,1,48,4
2149,5,1,49,2
2150,5,1,50,1
2151,5,1,51,3
2152,5,1,52,1
2153,5,1,53,2
2154,5,1,54,3
2155,5,1,55,1
2156,5,1,56,2
2157,5,1,57,2
2158,5,1,58,2
2159,5,1,59,1
2160,5,1,60,3
2161,5,1,61,2
2162,5,1,62,4
2163,5,1,63,3
2164,5,1,64,3
2165,5,1,65,2
2166,5,1,66,3
2167,5,1,67,0
2168,5,1,68,2
2169,5,1,69,1
2170,5,1,70,3
2171,5,1,71,3
2172,5,1,72,4
2173,5,1,73,2
2174,5,1,74,3
2175,5,1,75,2
2176,5,1,76,1
2177,5,1,77,2
2178,5,1,78,3
2179,5,1,79,4
2180,5,1,80,4
2181,5,1,81,3
2182,5,1,82,2
2183,5,1,83,0
2184,5,1,84,3
2185,5,1,85,3
2186,5,1,86,4
2187,5,1,87,2
2188,5,1,88,3
2189,5,1,89,3
2190,5,1,90,3
2191,5,1,91,2
2192,5,1,92,3
2193,5,1,93,3
2194,5,1,94,2
2195,5,1,95,2
2196,5,1,96,2
2197,5,1,97,0
2198,5,1,98,4
2199,5,1,99,3
2200,5,2,0,2
2201,5,2,1,3
2202,5,2,2,1
2203,5,2,3,2
2204,5,2,4,1
2205,5,2,5,0
2206,5,2,6,3
2207,5,2,7,4
2208,5,2,8,2
2209,5,2,9,3
2210,5,2,10,3
2211,5,2,11,0
2212,5,2,12,3
2213,5,2,13,0
2214,5,2,14,3
2215,5,2,15,2
2216,5,2,16,3
2217,5,2,17,3
2218,5,2,18,2
2219,5,2,19,3
2220,5,2,20,4
2221,5,2,21,2
2222,5,2,22,2
2223,5,2,23,2
2224,5,2,24,3
2225,5,2,25,2
2226,5,2,26,3
2227,5,2,27,0
2228,5,2,28,4
2229,5,2,29,1
2230,5,2,30,3
2231,5,2,31,2
2232,5,2,32,2
2233,5,2,33,2
2234,5,2,34,2
2235,5,2,35,3
2236,5,2,36,3
2237,5,2,37,4
2238,5,2,38,0
2239,5,2,39,2
2240,5,2,40,2
2241,5,2,41,4
2242,5,2,42,1
2243,5,2,43,3
2244,5,2,44,2
2245,5,2,45,2
2246,5,2,46,3
2247,5,2,47,1
2248,5,2,48,3
2249,5,2,49,1
2250,5,2,50,2
2251,5,2,51,2
2252,5,2,52,1
2253,5,2,53,1
2254,5,2,54,2
2255,5,2,55,4
2256,5,2,56,1
2257,5,2,57,3
2258,5,2,58,3
2259,5,2,59,3
2260,5,2,60,3
2261,5,2,61,3
2262,5,2,62,2
2263,5,2,63,3
2264,5,2,64,3
2265,5,2,65,2
2266,5,2,66,4
2267,5,2,67,4
2268,5,2,68,3
2269,5,2,69,2
2270,5,2,70,3
2271,5,2,71,3
2272,5,2,72,0
2273,5,2,73,2
2274,5,2,74,3
2275,5,2,75,2
2276,5,2,76,2
2277,5,2,77,3
2278,5,2,78,2
2279,5,2,79,3
2280,5,2,80,2
2281,5,2,81,1
2282,5,2,82,2
2283,5,2,83,3
2284,5,2,84,1
2285,5,2,85,2
2286,5,2,86,2
2287,5,2,87,3
2288,5,2,88,1
2289,5,2,89,4
2290,5,2,90,3
2291,5,2,91,4
2292,5,2,92,2
2293,5,2,93,2
2294,5,2,94,2
2295,5,2,95,0
2296,5,2,96,0
2297,5,2,97,3
2298,5,2,98,3
2299,5,2,99,3
2300,5,3,0,4
2301,5,3,1,3
2302,5,3,2,3
2303,5,3,3,4
2304,5,3,4,2
2305,5,3,5,4
2306,5,3,6,4
2307,5,3,7,2
2308,5,3,8,3
2309,5,3,9,2
2310,5,3,10,2
2311,5,3,11,2
2312,5,3,12,2
2313,5,3,13,2
2314,5,3,14,0
2315,5,3,15,2
2316,5,3,16,2
2317,5,3,17,4
2318,5,3,18,2
2319,5,3,19,0
2320,5,3,20,3
2321,5,3,21,3
2322,5,3,22,3
2323,5,3,23,3
2324,5,3,24,2
2325,5,3,25,3
2326,5,3,26,3
2327,5,3,27,3
2328,5,3,28,3
2329,5,3,29,2
2330,5,3,30,3
2331,5,3,31,1
2332,5,3,32,4
2333,5,3,33,2
2334,5,3,34,0
2335,5,3,35,3
2336,5,3,36,2
2337,5,3,37,2
2338,5,3,38,2
2339,5,3,39,2
2340,5,3,40,1
2341,5,3,41,2
2342,5,3,42,2
2343,5,3,43,2
2344,5,3,44,3
2345,5,3,45,2
2346,5,3,46,0
2347,5,3,47,3
2348,5,3,48,3
2349,5,3,49,3
2350,5,3,50,2
2351,5,3,51,0
2352,5,3,52,3
2353,5,3,53,0
2354,5,3,54,3
2355,5,3,55,2
2356,5,3,56,3
2357,5,3,57,0
2358,5,3,58,0
2359,5,3,59,4
2360,5,3,60,1
2361,5,3,61,3
2362,5,3,62,4
2363,5,3,63,4
2364,5,3,64,2
2365,5,3,65,2
2366,5,3,66,2
2367,5,3,67,3
2368,5,3,68,2
2369,5,3,69,4
2370,5,3,70,2
2371,5,3,71,4
2372,5,3,72,2
2373,5,3,73,2
2374,5,3,74,3
2375,5,3,75,2
2376,5,3,76,2
2377,5,3,77,2
2378,5,3,78,3
2379,5,3,79,3
2380,5,3,80,0
2381,5,3,81,2
2382,5,3,82,4
2383,5,3,83,3
2384,5,3,84,3
2385,5,3,85,4
2386,5,3,86,3
2387,5,3,87,3
2388,5,3,88,2
2389,5,3,89,3
2390,5,3,90,0
2391,5,3,91,4
2392,5,3,92,2
2393,5,3,93,4
2394,5,3,94,3
2395,5,3,95,1
2396,5,3,96,3
2397,5,3,97,2
2398,5,3,98,2
2399,5,3,99,3
2400,5,4,0,0
2401,5,4,1,3
2402,5,4,2,3
2403,5,4,3,1
2404,5,4,4,3
2405,5,4,5,2
2406,5,4,6,2
2407,5,4,7,1
2408,5,4,8,2
2409,5,4,9,2
2410,5,4,10,2
2411,5,4,11,2
2412,5,4,12,3
2413,5,4,13,2
2414,5,4,14,3
2415,5,4,15,2
2416,5,4,16,0
2417,5,4,17,2
2418,5,4,18,3
2419,5,4,19,3
2420,5,4,20,2
2421,5,4,21,4
2422,5,4,22,2
2423,5,4,23,2
2424,5,4,24,1
2425,5,4,25,3
2426,5,4,26,3
2427,5,4,27,3
2428,5,4,28,1
2429,5,4,29,0
2430,5,4,30,0
2431,5,4,31,1
2432,5,4,32,0
2433,5,4,33,1
2434,5,4,34,3
2435,5,4,35,3
2436,5,4,36,4
2437,5,4,37,2
2438,5,4,38,2
2439,5,4,39,3
2440,5,4,40,4
2441,5,4,41,0
2442,5,4,42,3
2443,5,4,43,1
2444,5,4,44,2
2445,5,4,45,0
2446,5,4,46,2
2447,5,4,47,3
2448,5,4,48,2
2449,5,4,49,3
2450,5,4,50,3
2451,5,4,51,1
2452,5,4,52,2
2453,5,4,53,2
2454,5,4,54,0
2455,5,4,55,3
2456,5,4,56,3
2457,5,4,57,3
2458,5,4,58,3
2459,5,4,59,2
2460,5,4,60,1
2461,5,4,61,2
2462,5,4,62,1
2463,5,4,63,2
2464,5,4,64,2
2465,5,4,65,2
2466,5,4,66,2
2467,5,4,67,2
2468,5,4,68,2
2469,5,4,69,3
2470,5,4,70,2
2471,5,4,71,3
2472,5,4,72,0
2473,5,4,73,4
2474,5,4,74,3
2475,5,4,75,3
2476,5,4,76,0
2477,5,4,77,2
2478,5,4,78,1
2479,5,4,79,4
2480,5,4,80,2
2481,5,4,81,3
2482,5,4,82,3
2483,5,4,83,4
2484,5,4,84,2
2485,5,4,85,3
2486,5,4,86,2
2487,5,4,87,3
2488,5,4,88,2
2489,5,4,89,3
2490,5,4,90,1
2491,5,4,91,1
2492,5,4,92,3
2493,5,4,93,2
2494,5,4,94,3
2495,5,4,95,0
2496,5,4,96,2
2497,5,4,97,0
2498,5,4,98,4
2499,5,4,99,2
2500,5,5,0,3
2501,5,5,1,2
2502,5,5,2,3
2503,5,5,3,2
2504,5,5,4,2
2505,5,5,5,2
2506,5,5,6,3
2507,5,5,7,3
2508,5,5,8,1
2509,5,5,9,3
2510,5,5,10,4
2511,5,5,11,1
2512,5,5,12,1
2513,5,5,13,2
2514,5,5,14,2
2515,5,5,15,0
2516,5,5,16,2
2517,5,5,17,0
2518,5,5,18,2
2519,5,5,19,4
2520,5,5,20,2
2521,5,5,21,2
2522,5,5,22,2
2523,5,5,23,3
2524,5,5,24,3
2525,5,5,25,3
2526,5,5,26,3
2527,5,5,27,3
2528,5,5,28,3
2529,5,5,29,4
2530,5,5,30,2
2531,5,5,31,2
2532,5,5,32,4
2533,5,5,33,3
2534,5,5,34,2
2535,5,5,35,2
2536,5,5,36,4
2537,5,5,37,3
2538,5,5,38,3
2539,5,5,39,3
2540,5,5,40,2
2541,5,5,41,3
2542,5,5,42,3
2543,5,5,43,3
2544,5,5,44,0
2545,5,5,45,3
2546,5,5,46,3
2547,5,5,47,2
2548,5,5,48,3
2549,5,5,49,2
2550,5,5,50,3
2551,5,5,51,0
2552,5,5,52,2
2553,5,5,53,3
2554,5,5,54,2
2555,5,5,55,0
2556,5,5,56,2
2557,5,5,57,2
2558,5,5,58,2
2559,5,5,59,2
2560,5,5,60,2
2561,5,5,61,2
2562,5,5,62,3
2563,5,5,63,4
2564,5,5,64,0
2565,5,5,65,2
2566,5,5,66,3
2567,5,5,67,2
2568,5,5,68,3
2569,5,5,69,3
2570,5,5,70,2
2571,5,5,71,0
2572,5,5,72,3
2573,5,5,73,3
2574,5,5,74,2
2575,5,5,75,2
2576,5,5,76,4
2577,5,5,77,3
2578,5,5,78,3
2579,5,5,79,3
2580,5,5,80,3
2581,5,5,81,4
2582,5,5,82,3
2583,5,5,83,2
2584,5,5,84,0
2585,5,5,85,2
2586,5,5,86,2
2587,5,5,87,3
2588,5,5,88,0
2589,5,5,89,2
2590,5,5,90,2
2591,5,5,91,4
2592,5,5,92,3
2593,5,5,93,2
2594,5,5,94,3
2595,5,5,95,3
2596,5,5,96,4
2597,5,5,97,4
2598,5,5,98,4
2599,5,5,99,0
2600,5,6,0,3
2601,5,6,1,4
2602,5,6,2,0
2603,5,6,3,2
2604,5,6,4,3
2605,5,6,5,1
2606,5,6,6,3
2607,5,6,7,3
2608,5,6,8,2
2609,5,6,9,2
2610,5,6,10,4
2611,5,6,11,3
2612,5,6,12,1
2613,5,6,13,2
2614,5,6,14,4
2615,5,6,15,0
2616,5,6,16,2
2617,5,6,17,3
2618,5,6,18,3
2619,5,6,19,3
2620,5,6,20,2
2621,5,6,21,4
2622,5,6,22,0
2623,5,6,23,4
2624,5,6,24,0
2625,5,6,25,2
2626,5,6,26,4
2627,5,6,27,1
2628,5,6,28,2
